date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2023-08-05,GB,Lingfield,7:15,First Port Property Management Handicap,Flat,Class 6,,0-62,3yo,,1m3½f,11.5f,2334,Soft,7,7,3,5,3.75,3.5,Club Manager (GB),3,G,125,,2:39.65,159.65,6.50,William Carver,Andrew Balding,760.74,55,57,Nathaniel (IRE),Averami GB,Averti,Kingsclere Racing Club,In touch with leaders on outer - unbalanced and pushed along home turn - headway and disputing second 2f out - hung left and outpaced over 1f out - kept on final 110yds(op 9/2 tchd 7/2)
2023-08-05,GB,Lingfield,7:15,First Port Property Management Handicap,Flat,Class 6,,0-62,3yo,,1m3½f,11.5f,2334,Soft,7,5,4,6,8,4.25,Eight Fifteen (IRE),3,F,125,,2:40.50,160.50,17.00,George Bass,George Baker,380.68,55,50,New Approach (IRE),Expecting To Fly (USA),Iffraaj,Rupert Williams Partners,In rear - some headway and hung left over 1f out - went modest fourth inside final furlong(op 12/1 tchd 18/1)
2023-08-05,GB,Lingfield,7:15,First Port Property Management Handicap,Flat,Class 6,,0-62,3yo,,1m3½f,11.5f,2334,Soft,7,4,5,1,10.25,2.25,Lough Leane (IRE),3,G,131,,2:40.95,160.95,2.10,Hector Crouch,David Simcock,189.72,58,49,Cityscape (GB),Kyllarney GB,Kyllachy,Never Say Die Partnership,Prominent - ridden and disputing second 2f out - lost position over 1f out - soon weakened(tchd 6/5)
2023-08-05,GB,Lingfield,7:15,First Port Property Management Handicap,Flat,Class 6,,0-62,3yo,,1m3½f,11.5f,2334,Soft,7,6,6,7,15.75,5.5,Sexy Rexy (IRE),3,F,128,p,2:42.05,162.05,51.00,Jimmy Quinn,Grace Harris,,55,37,Saxon Warrior (JPN),Kittens GB,Marju,Andrew Clancy And James Colthart,Always behind - weakened 2f out(op 18/1)
2023-08-05,GB,Lingfield,7:15,First Port Property Management Handicap,Flat,Class 6,,0-62,3yo,,1m3½f,11.5f,2334,Soft,7,3,7,4,20,4.25,Surge (FR),3,F,133,p,2:42.90,162.90,17.00,Kyle Strydom,David Menuisier,,60,35,Churchill (IRE),Kapitale (GER),Dubawi,Prime Equestrian Racing,Raced in second - lost position and dropped to rear 2f out - dropped to last and weakened final furlong(op 18/1 tchd 25/1)
2023-08-05,GB,Lingfield,8:15,Roman Pristine Commercial Window Cleaning Handicap,Flat,Class 6,,0-55,3yo+,,1m2f,10f,2012,Soft,8,4,1,4,0,0,Black Smoke (IRE),6,G,133,t,2:16.76,136.76,17.00,Alec Voikhansky,Brian Barr,5234,55,62,Tale Of Two Cities (IRE),Miss Forde (IRE),Clodovil,Mike Harris Mike Davies,Took keen hold - disputed lead - briefly led after 1f - soon headed and prominent - ridden and switched left over 1f out - kept on and challenging final 110yds - led towards finish(op 12/1 tchd 11/1)
2023-08-05,GB,Lingfield,8:15,Roman Pristine Commercial Window Cleaning Handicap,Flat,Class 6,,0-55,3yo+,,1m2f,10f,2012,Soft,8,3,2,7,0.3,0.3,Cheers Babe (GB),4,F,135,,2:16.82,136.82,21.00,Paddy Bradley,Ian Williams,2456,55,61,Hellvelyn (GB),Blues In Cee (IRE),Sinndar,Mrs Lucinda White,Prominent - went second after 2f - lost second and prominent 7f out - switched right over 2f out - headway and challenging final 110yds - kept on(op 18/1 tchd 16/1 and tchd 22/1)
2023-08-05,GB,Lingfield,8:15,Roman Pristine Commercial Window Cleaning Handicap,Flat,Class 6,,0-55,3yo+,,1m2f,10f,2012,Soft,8,7,3,3,.75,.5,Rita Rana (IRE),4,F,122,h,2:16.91,136.91,5.00,Mia Nicholls,Adrian Wintle,1227,46,51,The Gurkha (IRE),Tureyth (USA),Street Cry,Mrs P Goodwin,Mounted in chute and taken down early - midfield - switched right and headway to lead 7f out - clear with one other 3f out - kept on well until lost two places towards finish(tchd 9/2)
2023-08-05,GB,Lingfield,8:15,Roman Pristine Commercial Window Cleaning Handicap,Flat,Class 6,,0-55,3yo+,,1m2f,10f,2012,Soft,8,2,4,6,2,1.25,Pak Army (IRE),8,G,140,tp,2:17.16,137.16,4.20,William Carson,Brian Barr,614,57,60,Arcano (IRE),Charity Box GB,Haafhd,Michael Phillips Partner,Prominent - led over 8f out - headed and raced in second 7f out - clear with one other 3f out - soon ridden - lost position and weakened final 110yds(op 7/2 tchd 9/2)
2023-08-05,GB,Lingfield,8:15,Roman Pristine Commercial Window Cleaning Handicap,Flat,Class 6,,0-55,3yo+,,1m2f,10f,2012,Soft,8,1,5,1,2.75,.75,Dark Company (IRE),5,G,138,,2:17.31,137.31,2.50,Christian Howarth,Mark Loughnane,306,60,61,Fast Company (IRE),Roseraie (IRE),Lawman,Lee Harris And C Loughnane,Slowly into stride - took keen hold - in rear - ridden and headway over 1f out - kept on - not pace to challenge(op 15/8)
2023-08-05,GB,Lingfield,8:15,Roman Pristine Commercial Window Cleaning Handicap,Flat,Class 6,,0-55,3yo+,,1m2f,10f,2012,Soft,8,8,6,5,3,0.3,Take My Breath (IRE),3,F,121,,2:17.36,137.36,51.00,George Rooke,Karen Jewell,,46,46,Kuroshio (AUS),Aberavon GB,Cadeaux Genereux,Brendan Keogh,Midfield - ridden over 1f out - kept on(op 25/1)
2023-08-05,GB,Lingfield,8:15,Roman Pristine Commercial Window Cleaning Handicap,Flat,Class 6,,0-55,3yo+,,1m2f,10f,2012,Soft,8,6,7,2,4.75,1.75,Postergal (GB),3,F,131,,2:17.71,137.71,26.00,Jimmy Quinn,Grace Harris,,56,53,Postponed (IRE),Astragal GB,Shamardal,Clancy Colthart Spurway Wells Burr,Took keen hold - midfield - lost position over 1f out - weakened inside final furlong(op 18/1 tchd 33/1)
2023-08-05,GB,Lingfield,8:15,Roman Pristine Commercial Window Cleaning Handicap,Flat,Class 6,,0-55,3yo+,,1m2f,10f,2012,Soft,8,5,8,8,7,2.25,Tradesman (IRE),4,G,131,b,2:18.16,138.16,6.50,Hector Crouch,David Simcock,,48,40,Mastercraftsman (IRE),Casila (IRE),High Chaparral,Khalifa Dasmal Partners,Slowly into stride - in rear - some headway and drifted left over 1f out - no extra and eased final 110yds(op 9/2 tchd 10/3 and tchd 6/1)
2023-08-05,GB,Lingfield,7:45,Arabella Pristine Homes Roof Cleaning Handicap,Flat,Class 6,,0-65,3yo+,,6f,6f,1207,Soft,6,7,1,5,0,0,Firenze Rosa (IRE),8,M,123,p,1:16.60,76.60,2.38,Mollie Phillips,Rachel Cook & John Bridger,3245.08,51,61,Zebedee (GB),Our Nana Rose (IRE),Viking Ruler,Mr Mrs K Finch,Led - clear over 1f out - idled and joined inside final 110yds - headed towards finish - rallied and led again post(op 2/1 tchd 9/4)
2023-08-05,GB,Lingfield,7:45,Arabella Pristine Homes Roof Cleaning Handicap,Flat,Class 6,,0-65,3yo+,,6f,6f,1207,Soft,6,8,2,4,0.05,0.05,Tammany Hall (IRE),5,G,121,p,1:16.61,76.61,4.33,Josephine Gordon,Phil McEntee,1522.72,46,54,No Nay Never (USA),Anna David GB,Sleeping Indian,The Win Or Booze Racing Syndicate,Towards rear - headway and edged left 2f out - went second 1f out - challenging inside final 110yds - led towards finish - headed post(op 5/2)
2023-08-05,GB,Lingfield,7:45,Arabella Pristine Homes Roof Cleaning Handicap,Flat,Class 6,,0-65,3yo+,,6f,6f,1207,Soft,6,5,3,8,2.25,2.25,Im Mable (GB),5,M,130,,1:17.05,77.05,4.33,Paddy Bradley,Michael Attwater,760.74,58,59,Cable Bay (IRE),Triskel GB,Hawk Wing,B Neaves,Took keen hold - towards rear - headway and briefly went second over 1f out - weakened inside final furlong(op 18/5 tchd 3/1)
2023-08-05,GB,Lingfield,7:45,Arabella Pristine Homes Roof Cleaning Handicap,Flat,Class 6,,0-65,3yo+,,6f,6f,1207,Soft,6,9,4,3,2.5,0.3,Grey Rosetta (GB),3,F,117,h,1:17.10,77.10,81.00,Jimmy Quinn,Luke Dace,380.68,46,45,Adaay (IRE),Beleave GB,Avonbridge,Richard L Page,Raced in last - outpaced and detached halfway - rallied and went fourth inside final furlong - kept on well - never near to challenge(op 50/1 tchd 100/1)
2023-08-05,GB,Lingfield,7:45,Arabella Pristine Homes Roof Cleaning Handicap,Flat,Class 6,,0-65,3yo+,,6f,6f,1207,Soft,6,2,5,2,5.25,2.75,King Of Speed (IRE),4,G,137,p,1:17.65,77.65,8.50,George Rooke,Mark Loughnane,189.72,62,53,Acclamation (GB),Music And Dance GB,Galileo,Ben Parish Clare Loughnane,Raced in second - outpaced and lost position over 1f out - weakened final furlong(op 5/1 tchd 9/2)
2023-08-05,GB,Lingfield,7:45,Arabella Pristine Homes Roof Cleaning Handicap,Flat,Class 6,,0-65,3yo+,,6f,6f,1207,Soft,6,3,6,7,14.25,9,Ben Dikduk (IRE),3,G,131,h,1:19.45,79.45,13.00,Christian Howarth,Alice Haynes,,65,26,New Approach (IRE),Halima Hatun (USA),Algorithms,The Unlucky Rovers,Took keen hold - prominent - lost ground quickly over 1f out - dropped to last final furlong - weakened final furlong(op 9/1 tchd 14/1)
2023-08-12,GB,Lingfield,6:45,Samson Centre Celebration Maiden Stakes (GBB Race),Flat,Class 5,,,3yo+,,1m3½f,11.5f,2334,Good To Firm,7,3,1,6,0,0,African Star (IRE),3,C,132,t,2:31.82,151.82,81.00,Liam Keniry,Sylvester Kirk,4104,–,73,Galileo (IRE),Timbuktu (IRE),Fastnet Rock,J C Smith,Prominent - led 3f out - ridden 2f out - kept on(op 40/1 tchd 33/1)
2023-08-12,GB,Lingfield,6:45,Samson Centre Celebration Maiden Stakes (GBB Race),Flat,Class 5,,,3yo+,,1m3½f,11.5f,2334,Good To Firm,7,4,2,4,.75,.75,Another Run (IRE),3,C,132,,2:31.97,151.97,7.50,Joshua Bryan,Andrew Balding,1926.60,76,72,Zoffany (IRE),Mais Si GB,Montjeu,Another Bottle Racing 2,In rear - going easily but still plenty to do 3f out - shaken up when stumbled over 1f out - kept on well and went second final 110yds - nearest finish(op 5/1 tchd 7/1)
2023-08-12,GB,Lingfield,6:45,Samson Centre Celebration Maiden Stakes (GBB Race),Flat,Class 5,,,3yo+,,1m3½f,11.5f,2334,Good To Firm,7,8,3,7,1,0.3,Sailing On (GB),3,G,132,h,2:32.02,152.02,15.00,Charles Bishop,Eve Johnson Houghton,963.68,–,71,New Approach (IRE),Prowess (IRE),Peintre Celebre,M H Dixon J L Rowsell,Took keen hold - towards rear - headway halfway - ridden and went second 2f out - no extra and lost second final 110yds(op 12/1 tchd 11/1 and tchd 16/1)
2023-08-12,GB,Lingfield,6:45,Samson Centre Celebration Maiden Stakes (GBB Race),Flat,Class 5,,,3yo+,,1m3½f,11.5f,2334,Good To Firm,7,5,4,5,2.25,1.25,Humanity (IRE),3,C,132,t,2:32.27,152.27,1.33,Cieren Fallon,John & Thady Gosden,481.84,–,69,Roaring Lion (USA),Cheriearch (USA),Arch,Qatar Racing Limited,Midfield - niggled along halfway - ridden and no impression from 2f out - not pace to challenge(tchd 2/5)
2023-08-12,GB,Lingfield,6:45,Samson Centre Celebration Maiden Stakes (GBB Race),Flat,Class 5,,,3yo+,,1m3½f,11.5f,2334,Good To Firm,7,7,5,1,3.25,1,Lock The Vault (FR),3,G,132,,2:32.47,152.47,81.00,Rob Hornby,Ralph Beckett,,–,67,Cracksman (GB),Starring Guest (IRE),Teofilo,The Lucra Partnership Iii,Led - ridden and headed 3f out - weakened final furlong(op 40/1 tchd 33/1)
2023-08-12,GB,Lingfield,6:45,Samson Centre Celebration Maiden Stakes (GBB Race),Flat,Class 5,,,3yo+,,1m3½f,11.5f,2334,Good To Firm,7,6,6,2,8.75,5.5,King Of The Pride (GB),3,G,132,,2:33.57,153.57,6.50,Daniel Muscutt,James Ferguson,,–,56,Roaring Lion (USA),Molly Malone (FR),Lomitas,Qatar Racing Limited,Prominent - ridden and lost position 2f out - weakened final furlong(op 9/1)
2023-08-12,GB,Lingfield,6:45,Samson Centre Celebration Maiden Stakes (GBB Race),Flat,Class 5,,,3yo+,,1m3½f,11.5f,2334,Good To Firm,7,1,7,3,13.5,4.75,Underlay (GB),6,G,139,,2:34.52,154.52,81.00,George Bass,Adam West,,–,46,Harbour Watch (IRE),Kodiac Island GB,Kodiac,S Wingrove,Took keen hold - towards rear of midfield - dropped to rear 5f out - weakened from 2f out(op 125/1 tchd 66/1)
2023-08-12,GB,Lingfield,7:15,Sky Sports Racing HD Virgin 519 Handicap,Flat,Class 5,,0-68,3yo,,1m5f,13f,2615,Good To Firm,5,3,1,4,0,0,Lionella (GB),3,F,133,,2:50.99,170.99,7.00,Cieren Fallon,Alan King,3873.16,68,75,Roaring Lion (USA),Ensaya (IRE),Alhaarth,W R Milner,Prominent - led over 2f out - ridden and drifted left 1f out - kept on well(op 13/2 tchd 7/1)
2023-08-12,GB,Lingfield,7:15,Sky Sports Racing HD Virgin 519 Handicap,Flat,Class 5,,0-68,3yo,,1m5f,13f,2615,Good To Firm,5,1,2,5,.75,.75,Denis Anthony (IRE),3,G,134,,2:51.14,171.14,1.83,Daniel Muscutt,James Fanshawe,1817.44,69,75,Australia (GB),Dolce Strega (IRE),Zoffany,Sir William David Russell,Towards rear - ridden and outpaced 2f out - went third over 1f out - kept on and went second final 110yds - nearest finish(tchd 8/11 and tchd 10/11)
2023-08-12,GB,Lingfield,7:15,Sky Sports Racing HD Virgin 519 Handicap,Flat,Class 5,,0-68,3yo,,1m5f,13f,2615,Good To Firm,5,4,3,3,1.5,.75,Greased Lightning (GB),3,G,130,p,2:51.29,171.29,7.50,Georgia Dobie,Eve Johnson Houghton,907.98,68,73,Lightning Spear (GB),How High The Sky (IRE),Danehill Dancer,Mrs S Keable Partner,Dwelt start - in rear - headway and went second over 1f out - carried left inside final furlong - bit short of room and lost second inside final 110yds - kept on(tchd 6/1 and tchd 8/1)
2023-08-12,GB,Lingfield,7:15,Sky Sports Racing HD Virgin 519 Handicap,Flat,Class 5,,0-68,3yo,,1m5f,13f,2615,Good To Firm,5,2,4,2,4.75,3.25,Robusto (IRE),3,G,134,,2:51.94,171.94,4.33,Darragh Keenan,Sir Mark Prescott Bt,454.36,69,69,Churchill (IRE),Blackgold Fairy (USA),More Than Ready,Heath House Optimists,Took keen hold - hung right throughout - led at slow pace - reminder after 1f - headed over 2f out - weakened over 1f out (jockey said gelding hung badly right-handed throughout)(op 11/4)
2023-08-12,GB,Lingfield,7:15,Sky Sports Racing HD Virgin 519 Handicap,Flat,Class 5,,0-68,3yo,,1m5f,13f,2615,Good To Firm,5,6,5,6,6.25,1.5,Dance Havana (GB),3,F,130,tp,2:52.24,172.24,17.00,Kieran ONeill,Alice Haynes,226.44,65,63,Havana Gold (IRE),First Secretary GB,Nayef,Independent Women,Raced in second - lost position over 2f out - edged left and weakened over 1f out(op 20/1)
2023-08-12,GB,Lingfield,5:15,Racing League On Sky Sports Racing Handicap,Flat,Class 5,,0-75,3yo+,,7f,7f,1408,Good To Firm,9,7,1,2,0,0,Flying Spirit (GB),3,G,133,,1:21.93,81.93,3.50,Ray Dawson,Heather Main,5757.40,72,79,Harry Angel (IRE),Oilinda GB,Nayef,Donald M Kerr,Prominent - pushed along 2f out - ridden and kept on well inside final furlong - led towards finish
2023-08-12,GB,Lingfield,5:15,Racing League On Sky Sports Racing Handicap,Flat,Class 5,,0-75,3yo+,,7f,7f,1408,Good To Firm,9,8,2,3,0.3,0.3,King Of War (GB),4,G,126,t,1:21.99,81.99,13.00,Taylor Fisher,Alexandra Dunn,2701.60,62,70,Churchill (IRE),Materialistic GB,Oasis Dream,Racehorse Ownership Club,Led at fast pace - ridden over 1f out - no extra and headed towards finish(op 18/1 tchd 20/1)
2023-08-12,GB,Lingfield,5:15,Racing League On Sky Sports Racing Handicap,Flat,Class 5,,0-75,3yo+,,7f,7f,1408,Good To Firm,9,3,3,1,1.25,1,Secret Strength (IRE),4,G,136,p,1:22.18,82.18,15.00,Luke Catton,Jim Boyle,1349.70,74,79,Mehmas (IRE),Midnight Destiny (IRE),Dark Angel,The Beegeez,Midfield - headway 3f out - ridden and went third 2f out - kept on inside final furlong - not reach leaders(op 18/1 tchd 12/1)
2023-08-12,GB,Lingfield,5:15,Racing League On Sky Sports Racing Handicap,Flat,Class 5,,0-75,3yo+,,7f,7f,1408,Good To Firm,9,4,4,4,3,1.75,Dakota Power (GB),4,G,137,,1:22.53,82.53,11.00,Cieren Fallon,Roger Teal,675.40,70,70,Aclaim (IRE),Vivid Blue GB,Haafhd,Dakota Racing,Prominent - ridden and outpaced over 2f out - no impression inside final furlong(op 12/1)
2023-08-12,GB,Lingfield,5:15,Racing League On Sky Sports Racing Handicap,Flat,Class 5,,0-75,3yo+,,7f,7f,1408,Good To Firm,9,5,5,9,3.25,0.1,Zabbie (GB),3,F,132,,1:22.60,82.60,3.25,Alec Voikhansky,Richard Hannon,336.60,76,74,Poets Word (IRE),Barnezet (GR),Invincible Spirit,Robin Blunt Jonathan Palmer Brown,Prominent - ridden and outpaced over 2f out - weakened final furlong(tchd 5/2)
2023-08-12,GB,Lingfield,5:15,Racing League On Sky Sports Racing Handicap,Flat,Class 5,,0-75,3yo+,,7f,7f,1408,Good To Firm,9,1,6,7,4.75,1.5,Bold Ribb (GB),4,G,134,p,1:22.88,82.88,26.00,Adam Tracey,John Ryan,,74,69,Ribchester (IRE),Bold Bidder GB,Indesatchel,Gerry Mcgladery Jon A Thompson,Towards rear - midfield halfway - ridden 2f out - weakened final furlong(op 16/1)
2023-08-12,GB,Lingfield,5:15,Racing League On Sky Sports Racing Handicap,Flat,Class 5,,0-75,3yo+,,7f,7f,1408,Good To Firm,9,2,7,5,7.5,2.75,Thapa Vc (IRE),5,G,141,t,1:23.43,83.43,9.00,Rob Hornby,Mark Rimell,,74,61,The Gurkha (IRE),Merritt Island GB,Exceed And Excel,The Circle Of Five,Dwelt start - in rear - never on terms (jockey said gelding was slowly away)(op 7/1 tchd 17/2)
2023-08-12,GB,Lingfield,5:15,Racing League On Sky Sports Racing Handicap,Flat,Class 5,,0-75,3yo+,,7f,7f,1408,Good To Firm,9,6,8,8,15.5,8,Amathus (IRE),6,G,136,p,1:25.03,85.03,9.00,Daniel Muscutt,Patrick Chamings,,69,32,Anjaal (GB),Effige (IRE),Oratorio,David Henery,Towards rear of midfield - dropped to rear 4f out - ridden 2f out - weakened from 1f out (trainer's rep confirmed jockey's report that gelding was never travelling - and further added that gelding was unsuited by the ground which - in his opinion - was riding slower than the official description of good to firm (good in places))(op 7/1 tchd 17/2)
2023-08-12,GB,Lingfield,5:15,Racing League On Sky Sports Racing Handicap,Flat,Class 5,,0-75,3yo+,,7f,7f,1408,Good To Firm,9,9,9,6,17.75,2.25,Gwendolina (GB),3,F,117,,1:25.48,85.48,11.00,Kieran ONeill,Clive Cox,,56,10,Decorated Knight (GB),Divine Touch GB,Kheleyf,Lord Carnarvon,Midfield - ridden halfway - dropped to rear 2f out - weakened from over 1f out(tchd 9/1)
2023-08-12,GB,Lingfield,6:15,Arunestates Loving Memory Of James Nunweek Handicap,Flat,Class 5,,0-70,3yo+,,6f,6f,1207,Good To Firm,7,1,1,4,0,0,Premiere Beauty (GB),3,F,138,,1:9.91,69.91,4.00,Cieren Fallon,Stuart Williams,3873.16,72,84,Churchill (IRE),Rosies Premiere (IRE),Showcasing,Ron Watts,Prominent - shaken up 2f out - ridden to lead over 1f out - kept on well(op 4/1)
2023-08-12,GB,Lingfield,6:15,Arunestates Loving Memory Of James Nunweek Handicap,Flat,Class 5,,0-70,3yo+,,6f,6f,1207,Good To Firm,7,4,2,8,1.25,1.25,Saturnalia (GER),3,G,138,,1:10.16,70.16,3.75,Rob Hornby,Richard Hughes,1817.44,72,80,Holy Roman Emperor (IRE),Soprana (GER),Cadeaux Genereux,Ms H N Pinniger,Towards rear - switched left over 4f out - headway on outer over 2f out - ridden and pressed leader 1f out - no extra final 110yds(op 10/3)
2023-08-12,GB,Lingfield,6:15,Arunestates Loving Memory Of James Nunweek Handicap,Flat,Class 5,,0-70,3yo+,,6f,6f,1207,Good To Firm,7,2,3,7,3.75,2.5,Nuthatch (GB),3,F,138,p,1:10.66,70.66,5.50,Ray Dawson,Jamie Osborne,907.98,72,72,Expert Eye (GB),Tanouma (USA),Mr Greeley,Trebles Holford Thoroughbreds,Took keen hold - midfield - ridden 2f out - kept on and went third final 110yds (jockey said filly was slowly away)(op 7/2)
2023-08-12,GB,Lingfield,6:15,Arunestates Loving Memory Of James Nunweek Handicap,Flat,Class 5,,0-70,3yo+,,6f,6f,1207,Good To Firm,7,6,4,3,4,0.3,Eight Mile (IRE),3,G,134,,1:10.71,70.71,4.50,Daniel Muscutt,George Scott,454.36,68,67,Dandy Man (IRE),Fashion Central GB,Dubawi,E Williams Partner,Midfield - ridden and outpaced 2f out - weakened final furlong(op 10/3)
2023-08-12,GB,Lingfield,6:15,Arunestates Loving Memory Of James Nunweek Handicap,Flat,Class 5,,0-70,3yo+,,6f,6f,1207,Good To Firm,7,7,5,5,4.75,.75,My Turn Now (IRE),3,F,133,,1:10.86,70.86,9.50,John Fahy,Clive Cox,226.44,67,64,Belardo (IRE),Rios Pearl GB,Captain Rio,Paul Clare Rooney,Led - ridden and headed over 1f out - weakened final furlong(op 12/1)
2023-08-12,GB,Lingfield,6:15,Arunestates Loving Memory Of James Nunweek Handicap,Flat,Class 5,,0-70,3yo+,,6f,6f,1207,Good To Firm,7,5,6,2,5.75,1,Spring Day (GB),3,F,135,,1:11.06,71.06,23.00,Darragh Keenan,John Butler,,69,62,Bobbys Kitten (USA),So In Love GB,Smart Strike,J Butler,Ducked left start - in rear - never on terms (jockey said filly jumped awkwardly from the stalls)(op 16/1 tchd 14/1)
2023-08-12,GB,Lingfield,6:15,Arunestates Loving Memory Of James Nunweek Handicap,Flat,Class 5,,0-70,3yo+,,6f,6f,1207,Good To Firm,7,8,7,6,12.25,6.5,Nordic Glory (IRE),4,G,125,,1:12.36,72.36,13.00,Paddy Bradley,Michael Attwater,,58,32,Cotai Glory (GB),Norwegian Highness (FR),Kendargent,Dare To Dream Racing,Pulled hard - midfield - dropped to rear over 1f out - weakened final furlong (jockey said gelding became unbalanced approx 2 1/2f out and stopped quickly thereafter)(op 9/1)
2023-08-12,GB,Lingfield,5:45,At The Races App Market Movers EBF Fillies Novice Stakes (GBB Race),Flat,Class 5,,,2yo,F,7½f,7.5f,1532,Good To Firm,10,8,1,8,0,0,Nocturnal (IRE),2,F,128,,1:32.32,92.32,5.50,Daniel Muscutt,James Ferguson,3564,–,83,Night Of Thunder (IRE),Blue Paraiba (IRE),Sea The Stars,Ladyswood Ptnrs,Prominent - shaken up 2f out - led 1f out - kept on well(op 13/2 tchd 7/1)
2023-08-12,GB,Lingfield,5:45,At The Races App Market Movers EBF Fillies Novice Stakes (GBB Race),Flat,Class 5,,,2yo,F,7½f,7.5f,1532,Good To Firm,10,1,2,5,.5,.5,Get The Music On (GB),2,F,128,,1:32.42,92.42,19.00,John Fahy,Clive Cox,1673.10,–,81,Havana Grey (GB),Blue Lyric GB,Refuse To Bend,Paul Clare Rooney,Led - pushed along 2f out - ridden and headed 1f out - kept on(op 16/1 tchd 14/1)
2023-08-12,GB,Lingfield,5:45,At The Races App Market Movers EBF Fillies Novice Stakes (GBB Race),Flat,Class 5,,,2yo,F,7½f,7.5f,1532,Good To Firm,10,2,3,2,1,.5,Giudecca (GB),2,F,128,,1:32.52,92.52,5.00,Cieren Fallon,Sir Michael Stoute,836.88,–,80,Ulysses (IRE),Echelon GB,Danehill,Cheveley Park Stud,Midfield - pushed along and headway 2f out - kept on final furlong - not reach leaders(op 9/2 tchd 7/2)
2023-08-12,GB,Lingfield,5:45,At The Races App Market Movers EBF Fillies Novice Stakes (GBB Race),Flat,Class 5,,,2yo,F,7½f,7.5f,1532,Good To Firm,10,3,4,9,2.5,1.5,Haya (GB),2,F,128,,1:32.82,92.82,17.00,Joshua Bryan,Andrew Balding,418.44,–,76,Ulysses (IRE),Arabian Beauty (IRE),Shamardal,Cheveley Park Stud,Dwelt start - towards rear - bit short of room 3f out - switched left and pushed along 2f out - ridden and ran on well final furlong - promising(tchd 14/1)
2023-08-12,GB,Lingfield,5:45,At The Races App Market Movers EBF Fillies Novice Stakes (GBB Race),Flat,Class 5,,,2yo,F,7½f,7.5f,1532,Good To Firm,10,4,5,10,5.25,2.75,Hot Fashion (GB),2,F,128,,1:33.37,93.37,2.10,Rob Hornby,Ralph Beckett,,–,69,Too Darn Hot (GB),Barshiba (IRE),Barathea,J C Smith,Prominent - ridden and outpaced 2f out - weakened final furlong(op 10/11 tchd 6/5)
2023-08-12,GB,Lingfield,5:45,At The Races App Market Movers EBF Fillies Novice Stakes (GBB Race),Flat,Class 5,,,2yo,F,7½f,7.5f,1532,Good To Firm,10,6,6,7,6.25,1,Lia Rose (GB),2,F,128,,1:33.57,93.57,41.00,Kieran ONeill,Rae Guest,,–,66,Ulysses (IRE),Rosa Grace GB,Lomitas,E P Duggan,Took keen hold - in rear - jumped path 5f out - niggled along halfway - ridden and carried head awkwardly over 2f out - no impression from over 1f out(tchd 50/1)
2023-08-12,GB,Lingfield,5:45,At The Races App Market Movers EBF Fillies Novice Stakes (GBB Race),Flat,Class 5,,,2yo,F,7½f,7.5f,1532,Good To Firm,10,10,7,3,7.75,1.5,Spirit La Adelita (GB),2,F,128,h,1:33.87,93.87,251.00,Ray Dawson,Darryll Holland,,–,62,Mayson (GB),La Adelita (IRE),Anabaa,R A Popely,Prominent - ridden and lost position 2f out - weakened final furlong(op 125/1)
2023-08-12,GB,Lingfield,5:45,At The Races App Market Movers EBF Fillies Novice Stakes (GBB Race),Flat,Class 5,,,2yo,F,7½f,7.5f,1532,Good To Firm,10,7,8,1,10,2.25,Miss Gitana (IRE),2,F,128,,1:34.32,94.32,41.00,Darragh Keenan,Sir Mark Prescott Bt,,–,57,Nathaniel (IRE),Miss Celestial (IRE),Exceed And Excel,John Pearce Racing Ltd,Towards rear of midfield - ridden and weakened from 2f out(op 22/1)
2023-08-12,GB,Lingfield,5:45,At The Races App Market Movers EBF Fillies Novice Stakes (GBB Race),Flat,Class 5,,,2yo,F,7½f,7.5f,1532,Good To Firm,10,5,9,4,10.5,.5,Lady Chatterley (GB),2,F,128,,1:34.42,94.42,51.00,Jimmy Quinn,Marco Botti,,–,55,Advertise (GB),Saniyaat GB,Galileo,Fawzi Abdulla Nass,Dwelt start - in rear - never on terms (jockey said filly was slowly away and jumped the road crossing)(op 33/1)
2023-08-12,GB,Lingfield,5:45,At The Races App Market Movers EBF Fillies Novice Stakes (GBB Race),Flat,Class 5,,,2yo,F,7½f,7.5f,1532,Good To Firm,10,9,10,6,11,.5,Samoon Star (GB),2,F,128,,1:34.52,94.52,7.00,Robert Havlin,Hughie Morrison,,–,54,Dubawi (IRE),Shirocco Star GB,Shirocco,Helena Springfield Ltd,In rear - ridden and outpaced 2f out - weakened from over 1f out(tchd 11/2 and tchd 15/2)
2023-08-12,GB,Lingfield,7:45,Download The At The Races App Handicap,Flat,Class 6,,0-55,3yo,,1m1f,9f,1811,Good To Firm,8,6,1,2,0,0,Native Melody (IRE),3,F,131,p,1:56.40,116.40,9.50,Rob Hornby,Gay Kelleway,3245.08,51,56,Bungle Inthejungle (GB),Native Picture (IRE),Kodiac,Premier Thoroughbred Racing Ltd,Midfield - headway 3f out - ridden 2f out - led 1f out - drifted right inside final furlong - always doing enough(op 15/2)
